Nádraží Podbaba,50.11155822,14.39410409,
Nádraží Strašnice,50.06821995,14.49291763,
Nádraží Veleslavín,50.09584872,14.3472133,
Nádraží Vršovice,50.06605265,14.44802113,
Nádraží Vysočany,50.1102265,14.49904638,
Nákladové nádraží Žižkov,50.08445263,14.46976795,
Náměstí Bratří Synků,50.06466127,14.44102635,
Náměstí Míru,50.07496443,14.4364441,
Náměstí Republiky,50.08866449,14.42964009,
Národní divadlo,50.08087894,14.41377253,
Národní třída,50.08142357,14.4195444,
Nové Strašnice,50.0776026,14.50544807,
Novoměstská radnice,50.07745645,14.41952199,
Nový Hloubětín,50.10957497,14.52813208,
Nuselská radnice,50.06285159,14.44160805,
Nuselské schody,50.06827089,14.43554201,
Obchodní centrum Hostivař,50.05386226,14.51904481,
Obora Hvězda,50.07803663,14.34046295,
Ocelářská,50.10367181,14.48739894,
Ohrada,50.09063073,14.46959232,
Okrouhlická,50.11967885,14.46033101,
Olšanská,50.08345033,14.46496873,
Olšanské hřbitovy,50.07792757,14.46691726,
Olšanské náměstí,50.08246937,14.45760253,
Orionka,50.07556004,14.45922247,
Ortenovo náměstí,50.10771819,14.44782613,
Ořechovka,50.09287649,14.37921301,
Ostrčilovo náměstí,50.06506324,14.42479092,
Otakarova,50.06557809,14.4404764,
Palackého náměstí,50.07325224,14.41478572,
Palmovka,50.10270524,14.47519631,
Palouček,50.06141192,14.43713008,
Perunova,50.07542245,14.45428922,
Petřiny,50.08817146,14.34490717,
Plynárna Michle,50.05653472,14.46492013,
Plzeňka,50.06358301,14.40876796,
Pobřežní cesta,50.03390601,14.40769506,
Pod Jezerkou,50.05866183,14.44985959,
Pod Karlovem,50.0691663,14.43274303,
Podkovářská,50.10295847,14.51391476,
Podolská vodárna,50.05915131,14.41935615,
Pohořelec,50.08779835,14.38819717,
Poliklinika Barrandov,50.0345046,14.37515596,
Poliklinika Modřany,50.00469294,14.41916113,
Poliklinika Vysočany,50.10891983,14.49481267,
Poštovka,50.06850541,14.35386142,
Poštovská,50.11058968,14.50876749,
Prašný most,50.0948189,14.3950739,
Pražská tržnice,50.0983039,14.44418972,
Pražského povstání,50.05516678,14.43592582,
Pražský hrad,50.09323396,14.39822931,
Právnická fakulta,50.09147878,14.41773246,
Průběžná,50.0715149,14.48611078,
Přístaviště,50.04002513,14.40943514,
Radhošťská,50.07763282,14.45748158,
Radlická,50.05892335,14.3892727,
Radošovická,50.06678907,14.49641998,
Ruská,50.07144373,14.45132415,
Říčanova,50.08138737,14.35305733,
Sibeliova,50.0928264,14.3839452,
Sídliště Barrandov,50.03150633,14.36812655,
Sídliště Červený Vrch,50.09802421,14.35923752,
Sídliště Ďáblice,50.13239408,14.47944308,
Sídliště Hloubětín,50.10654801,14.5430291,
Sídliště Modřany,50.00513362,14.43294601,
Sídliště Petřiny,50.08672769,14.33971596,
Sídliště Řepy,50.065337,14.29835906,
Sídliště Zahradní Město,50.05700138,14.51293197,
Slavia,50.06952645,14.47068441,
Slánská,50.06450941,14.30896644,
Smíchovské nádraží,50.06132139,14.40923582,
Solidarita,50.07688388,14.49427628,
Sparta,50.09929778,14.4184894,
Spojovací,50.09167325,14.49900387,
Spořilov,50.05074966,14.48210726,
Staroměstská,50.08833045,14.41543537,
Starý Hloubětín,50.10481566,14.52947827,
Stejskalova,50.10946604,14.47233253,
Strašnická,50.07280894,14.49079149,
Strážní,50.09225319,14.48127449,
Strossmayerovo náměstí,50.09894757,14.43327424,
Střelničná,50.12581315,14.45911888,
Svatoplukova,50.06505714,14.42962521,
Škola Radlice,50.05946685,14.3931775,
Špitálská,50.11101121,14.50501934,
Štěpánská,50.07564495,14.42287534,
Štěpničná,50.12799033,14.477471,
Šumavská,50.07534674,14.44387081,
Švandovo divadlo,50.07822653,14.40414831,
Teplárna Michle,50.05282034,14.47468068,
Těšnov,50.09169757,14.43656089,
Thákurova,50.10010817,14.38641658,
Trojská,50.11646828,14.43311727,
Třebenická,50.12953465,14.48090476,
Tusarova,50.10077768,14.45001699,
U Elektry,50.1034683,14.51899956,
U Kaštanu,50.08365171,14.36311159,
U Kříže,50.11251303,14.47580278,
U Libušského potoka,50.00562888,14.42343377,
U Průhonu,50.10492187,14.45002645,
U Zvonu,50.07158714,14.38731952,
Urxova,50.09519919,14.45674092,
Újezd,50.08117772,14.40486408,
Ústřední dílny DP,50.07451718,14.53230816,
Václavské náměstí,50.08181471,14.42549881,
Veletržní palác,50.10197137,14.43294614,
Větrník,50.08976155,14.3510969,
Vinice,50.07667546,14.49048452,
Vinohradská tržnice,50.07706054,14.44207016,
Vinohradská vodárna,50.07539727,14.44972505,
Vinohradské hřbitovy,50.07767466,14.48071062,
Vítězné náměstí,50.09980079,14.39551213,
Vltavská,50.09901968,14.43844383,
Vodičkova,50.07984687,14.42308421,
Vojenská nemocnice,50.09174905,14.36004564,
Vosmíkových,50.11432704,14.47309521,
Vozovna Hloubětín,50.10709072,14.52857971,
Vozovna Kobylisy,50.13235783,14.45372194,
Vozovna Motol,50.06785978,14.34092215,
Vozovna Pankrác,50.05696525,14.43785857,
Vozovna Strašnice,50.07646152,14.48879998,
Vozovna Střešovice,50.09387674,14.38985641,
Vozovna Vokovice,50.09304342,14.3309693,
Vozovna Žižkov,50.09158694,14.47498809,
Vršovické náměstí,50.06909422,14.45454912,
Vychovatelna,50.11914148,14.46423402,
Vypich,50.07979144,14.34712401,
Vysočanská,50.11143282,14.50314724,
Výstaviště Holešovice,50.10435812,14.43104233,
Výtoň,50.06789718,14.4149913,
Zahradní Město,50.06067327,14.50555798,
Zborov - Strašnické divadlo,50.07729558,14.50069568,
Zborovská,50.07241417,14.40764818,
Zelená,50.10745542,14.3945354,
Zlíchov,50.04617385,14.40783687,
Želivského,50.07833177,14.47220114,
